"","school_utd_rank","school_utd_id","phd_utd_rank","phd_utd_id","name","school","school_fire_id","rank","joinyear","USNWR_Name","CityState","USNWRLocation","Zip","Degrees","DepartmentSchool1","DepartmentSchool2","school_usnwr_rank","USNWR_rank_orig","usnwr_type","enrollment","phd_orig","phd","degree","phdyear","sample"
"1855",113,113,16,16,"Blenman, Lloyd P.","North Carolina at Charlotte",416,"Prof","1999","University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737","Ohio State","Ohio State University","PHD",1986,"UTD"
"1856",113,113,19,19,"Chiang, I-Hsuan Ethan","North Carolina at Charlotte",416,"Assoc",NA,"University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737","Boston Col","Boston College","PHD",NA,"UTD"
"1857",113,113,21,21,"Han, Yufeng","North Carolina at Charlotte",416,"Prof","2016","University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737","Wash Univ","Washington University","PHD",2003,"UTD"
"1858",113,113,31,31,"Mauer, David C.","North Carolina at Charlotte",416,"Prof",NA,"University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737","Purdue","Purdue University","PHD",1986,"UTD"
"1859",113,113,40,40,"Ott, Steven H.","North Carolina at Charlotte",416,"Prof","1999","University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737","Wisconsin","Univ of Wisconsin-Madison","PHD",1992,"UTD"
"1860",113,113,40,40,"King, Tao-Hsien (Dolly)","North Carolina at Charlotte",416,"C-Pr","2006","University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737","Wisconsin","Univ of Wisconsin-Madison","PHD",1996,"UTD"
"1861",113,113,40,40,"Chu, Yongqiang","North Carolina at Charlotte",416,"Prof",NA,"University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737","Wisconsin","Univ of Wisconsin-Madison","PHD",NA,"UTD"
"1862",113,113,43,43,"Womack, Kiplan","North Carolina at Charlotte",416,"Asst",NA,"University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737","Georgia","University of Georgia","PHD",NA,"UTD"
"1863",113,113,43,43,"Buttimer, Richard J. Jr.","North Carolina at Charlotte",416,"Prof","1992","University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737","Georgia","University of Georgia","PHD",1993,"UTD"
"1864",113,113,55,55,"Zhang, Yilei","North Carolina at Charlotte",416,"Asst",NA,"University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737","Iowa","University of Iowa","PHD",NA,"UTD"
"1865",113,113,97,97,"Neale, Faith R.","North Carolina at Charlotte",416,"Assoc","2004","University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737","Fla State","Florida State University","PHD",2004,"UTD"
"1866",113,113,102,102,"Clark, Steven P.","North Carolina at Charlotte",416,"Assoc","2002","University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737","Clemson","Clemson University","PHD",2000,"UTD"
"1867",113,113,NA,NA,"Tian, Weidong","North Carolina at Charlotte",416,"Prof","2008","University of North Carolina--Charlotte","Charlotte, NC","Charlotte, NC","28223-0001","BS,MBA","Dept of Finance & Bus Law","Belk College of Bus",227,"227","National Universities","20,737",NA,NA,NA,NA,"UTD"
"1868",114,114,2,2,"Seward, J. Allen","Baylor University",54,"Assoc","1976","Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Penn","University of Pennsylvania","PHD",1988,"UTD"
"1869",114,114,2,2,"Underwood, Shane","Baylor University",54,"C-Ac",NA,"Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Penn","University of Pennsylvania","PHD",2004,"UTD"
"1870",114,114,12,12,"Dicks, David","Baylor University",54,"Asst",NA,"Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Nrthwstrn","Northwestern University","PHD",NA,"UTD"
"1871",114,114,16,16,"Cunningham, Donald F.","Baylor University",54,"Prof","1984","Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Ohio State","Ohio State University","PHD",1983,"UTD"
"1872",114,114,18,18,"Potts, Tom L.","Baylor University",54,"Prof","1971","Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Illinois","University of Illinois","PHD",1978,"UTD"
"1873",114,114,18,18,"Garven, James R.","Baylor University",54,"Prof","2000","Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Illinois","University of Illinois","PHD",1984,"UTD"
"1874",114,114,18,18,"Kim, Hwanki Brian","Baylor University",54,"Asst",NA,"Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Illinois","University of Illinois","PHD",NA,"UTD"
"1875",114,114,25,25,"Rich, Steven P.","Baylor University",54,"Assoc","1982","Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Indiana","Indiana University","PHD",1989,"UTD"
"1876",114,114,31,31,"Macias, Antonio","Baylor University",54,"Asst","2014","Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Purdue","Purdue University","PHD",NA,"UTD"
"1877",114,114,34,34,"Delaney, Charles J.","Baylor University",54,"Assoc","1988","Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Florida","University of Florida","PHD",1987,"UTD"
"1878",114,114,43,43,"Stegemoller, Michael","Baylor University",54,"Prof",NA,"Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Georgia","University of Georgia","PHD",2002,"UTD"
"1879",114,114,48,48,"Wu, Qinxi","Baylor University",54,"Asst","2017","Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Ga State","Georgia State University","PHD",2017,"UTD"
"1880",114,114,49,49,"Zurita, Virgilio","Baylor University",54,"Asst","2016","Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Houston","University of Houston","PHD",2016,"UTD"
"1881",114,114,50,50,"Hu, Sophia","Baylor University",54,"Asst",NA,"Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","Texas A&M","Texas A&M University","PHD",NA,"UTD"
"1882",114,114,63,63,"Byoun, Soku","Baylor University",54,"Prof","2003","Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","S Carolina","Univ of South Carolina","PHD",2000,"UTD"
"1883",114,114,70,70,"Potts, J. Franklin","Baylor University",54,"Assoc","1968","Baylor University","Waco, TX","Waco, TX","76798-8004","BBA,MBA","Dept of Finance, Insur & RE","Hankamer Sch Business",76,"76","National Universities","47,364","LSU","Louisiana State University","PHD",1978,"UTD"
"1884",115,115,29,29,"Ma, Tongshu","SUNY at Binghamton",588,"Prof","2005","Binghamton University--SUNY","Binghamton, NY","Binghamton, NY","13902-6000","BA,MBA","Department of Finance","School of Management",88,"88","National Universities","27,884","Minnesota","University of Minnesota","PHD",1998,"UTD"
"1885",115,115,36,36,"Mckeever, Daniel","SUNY at Binghamton",588,"Asst","2018","Binghamton University--SUNY","Binghamton, NY","Binghamton, NY","13902-6000","BA,MBA","Department of Finance","School of Management",88,"88","National Universities","27,884","Penn State","Penn State University","PHD",2018,"UTD"
"1886",115,115,56,56,"Reza, Syed Walid","SUNY at Binghamton",588,"Asst","2015","Binghamton University--SUNY","Binghamton, NY","Binghamton, NY","13902-6000","BA,MBA","Department of Finance","School of Management",88,"88","National Universities","27,884","Vanderbilt","Vanderbilt University","PHD",2013,"UTD"
"1887",115,115,67,67,"Jagannathan, Murali","SUNY at Binghamton",588,"Assoc","1994","Binghamton University--SUNY","Binghamton, NY","Binghamton, NY","13902-6000","BA,MBA","Department of Finance","School of Management",88,"88","National Universities","27,884","Va Tech","Virginia Poly Inst & St Un","PHD",1996,"UTD"
"1888",115,115,70,70,"Uzmanoglu, Cihan","SUNY at Binghamton",588,"Assoc","2013","Binghamton University--SUNY","Binghamton, NY","Binghamton, NY","13902-6000","BA,MBA","Department of Finance","School of Management",88,"88","National Universities","27,884","LSU","Louisiana State University","PHD",2013,"UTD"
"1889",115,115,NA,NA,"Rydqvist, Kristian","SUNY at Binghamton",588,"Prof","2002","Binghamton University--SUNY","Binghamton, NY","Binghamton, NY","13902-6000","BA,MBA","Department of Finance","School of Management",88,"88","National Universities","27,884","Stockholm","International","PHD",1987,"UTD"
"1890",117,117,34,34,"Sardarli, Sabuhi","Kansas State University",289,"Asst",NA,"Kansas State University","Manhattan, KS","Manhattan, KS","66506-0503","BSBA,MACC,MBA","Department of Finance","College of Business Adm",170,"170","National Universities","26,196","Florida","University of Florida","PHD",2013,"UTD"
"1891",117,117,70,70,"Zhu, Shuang","Kansas State University",289,"Assoc",NA,"Kansas State University","Manhattan, KS","Manhattan, KS","66506-0503","BSBA,MACC,MBA","Department of Finance","College of Business Adm",170,"170","National Universities","26,196","LSU","Louisiana State University","PHD",2011,"UTD"
"1892",117,117,91,91,"Campasano, Jim","Kansas State University",289,"Asst",NA,"Kansas State University","Manhattan, KS","Manhattan, KS","66506-0503","BSBA,MACC,MBA","Department of Finance","College of Business Adm",170,"170","National Universities","26,196","Mass","University of Massachusetts","PHD",NA,"UTD"
"1893",117,117,95,95,"Nasser, Tareque","Kansas State University",289,"Assoc",NA,"Kansas State University","Manhattan, KS","Manhattan, KS","66506-0503","BSBA,MACC,MBA","Department of Finance","College of Business Adm",170,"170","National Universities","26,196","Alabama","University of Alabama","PHD",2010,"UTD"
"1894",117,117,96,96,"Chuwonganant, Chairat","Kansas State University",289,"Prof",NA,"Kansas State University","Manhattan, KS","Manhattan, KS","66506-0503","BSBA,MACC,MBA","Department of Finance","College of Business Adm",170,"170","National Universities","26,196","Memphis","University of Memphis","PHD",1999,"UTD"
"1895",117,117,97,97,"Chua, Ansley","Kansas State University",289,"H-Ac",NA,"Kansas State University","Manhattan, KS","Manhattan, KS","66506-0503","BSBA,MACC,MBA","Department of Finance","College of Business Adm",170,"170","National Universities","26,196","Fla State","Florida State University","PHD",2009,"UTD"
"1896",117,117,126,127,"Johnson, Hardy","Kansas State University",289,"Asst",NA,"Kansas State University","Manhattan, KS","Manhattan, KS","66506-0503","BSBA,MACC,MBA","Department of Finance","College of Business Adm",170,"170","National Universities","26,196","Miss","University of Mississippi","PHD",2013,"UTD"
"1897",117,118,10,10,"Mitchell, Karlyn","North Carolina State Univ",422,"Assoc","1985","North Carolina State University","Raleigh, NC","Raleigh, NC","27695-7229","BA,MSM","Dept of Business Management","Poole Col of Management",80,"80","National Universities","29,220","Michigan","University of Michigan","PHD",1982,"UTD"
"1898",117,118,13,13,"Hesse, Sebastian","North Carolina State Univ",422,"H-Pr",NA,"North Carolina State University","Raleigh, NC","Raleigh, NC","27695-7229","BA,MSM","Dept of Business Management","Poole Col of Management",80,"80","National Universities","29,220","N Carolina","University of North Carolina","PHD",NA,"UTD"
"1899",117,118,13,13,"Jones, Charles P.","North Carolina State Univ",422,"Prof","1970","North Carolina State University","Raleigh, NC","Raleigh, NC","27695-7229","BA,MSM","Dept of Business Management","Poole Col of Management",80,"80","National Universities","29,220","N Carolina","University of North Carolina","PHD",1969,"UTD"
"1900",117,118,27,27,"Wu, Qingqing","North Carolina State Univ",422,"Asst",NA,"North Carolina State University","Raleigh, NC","Raleigh, NC","27695-7229","BA,MSM","Dept of Business Management","Poole Col of Management",80,"80","National Universities","29,220","Arizona St","Arizona State University","PHD",2012,"UTD"
"1901",117,118,31,31,"Walker, Mark D.","North Carolina State Univ",422,"Prof","2001","North Carolina State University","Raleigh, NC","Raleigh, NC","27695-7229","BA,MSM","Dept of Business Management","Poole Col of Management",80,"80","National Universities","29,220","Purdue","Purdue University","PHD",2001,"UTD"
"1902",117,118,34,34,"Danielsen, Bartley","North Carolina State Univ",422,"Assoc","2006","North Carolina State University","Raleigh, NC","Raleigh, NC","27695-7229","BA,MSM","Dept of Business Management","Poole Col of Management",80,"80","National Universities","29,220","Florida","University of Florida","PHD",1999,"UTD"
"1903",117,118,34,34,"Warr, Richard S.","North Carolina State Univ",422,"Prof","2002","North Carolina State University","Raleigh, NC","Raleigh, NC","27695-7229","BA,MSM","Dept of Business Management","Poole Col of Management",80,"80","National Universities","29,220","Florida","University of Florida","PHD",1999,"UTD"
"1904",117,118,44,44,"Krishnamurthy, Srini","North Carolina State Univ",422,"Assoc","2009","North Carolina State University","Raleigh, NC","Raleigh, NC","27695-7229","BA,MSM","Dept of Business Management","Poole Col of Management",80,"80","National Universities","29,220","Tulane","Tulane University","PHD",1998,"UTD"
"1905",117,118,62,62,"Ellis, Jesse","North Carolina State Univ",422,"Assoc",NA,"North Carolina State University","Raleigh, NC","Raleigh, NC","27695-7229","BA,MSM","Dept of Business Management","Poole Col of Management",80,"80","National Universities","29,220","Pittsburgh","University of Pittsburgh","PHD",2011,"UTD"
"1906",117,118,62,62,"Smith, Jared","North Carolina State Univ",422,"Asst",NA,"North Carolina State University","Raleigh, NC","Raleigh, NC","27695-7229","BA,MSM","Dept of Business Management","Poole Col of Management",80,"80","National Universities","29,220","Pittsburgh","University of Pittsburgh","PHD",2014,"UTD"
"1907",119,119,1,1,"Muthuswamy, Jayaram","Kent State University",292,NA,NA,"Kent State University","Kent, OH","Kent, OH","44242-0001","BS,MA,MBA,MS,PHD","Department of Finance","College of Business Adm",217,"217","National Universities","20,464","Chicago","University of Chicago","PHD",1990,"UTD"
"1908",119,119,31,31,"Harris, Jeremiah","Kent State University",292,"Asst","2019","Kent State University","Kent, OH","Kent, OH","44242-0001","BS,MA,MBA,MS,PHD","Department of Finance","College of Business Adm",217,"217","National Universities","20,464","Purdue","Purdue University","PHD",2014,"UTD"
"1909",119,119,70,70,"Shynkevich, Andrei","Kent State University",292,"Assoc","2009","Kent State University","Kent, OH","Kent, OH","44242-0001","BS,MA,MBA,MS,PHD","Department of Finance","College of Business Adm",217,"217","National Universities","20,464","LSU","Louisiana State University","PHD",2009,"UTD"
"1910",119,119,74,74,"Deng, Saiying","Kent State University",292,"Assoc","2019","Kent State University","Kent, OH","Kent, OH","44242-0001","BS,MA,MBA,MS,PHD","Department of Finance","College of Business Adm",217,"217","National Universities","20,464","Temple","Temple University","PHD",2005,"UTD"
"1911",119,119,78,78,"Dennis, Steven A.","Kent State University",292,"C-Pr","2014","Kent State University","Kent, OH","Kent, OH","44242-0001","BS,MA,MBA,MS,PHD","Department of Finance","College of Business Adm",217,"217","National Universities","20,464","Kentucky","University of Kentucky","PHD",1993,"UTD"
"1912",119,119,91,91,"Pu, Xiaoling","Kent State University",292,"Assoc","2008","Kent State University","Kent, OH","Kent, OH","44242-0001","BS,MA,MBA,MS,PHD","Department of Finance","College of Business Adm",217,"217","National Universities","20,464","Mass","University of Massachusetts","PHD",2008,"UTD"
"1913",119,119,95,95,"Via, Tony","Kent State University",292,"Asst","2014","Kent State University","Kent, OH","Kent, OH","44242-0001","BS,MA,MBA,MS,PHD","Department of Finance","College of Business Adm",217,"217","National Universities","20,464","Alabama","University of Alabama","PHD",2014,"UTD"
"1914",119,119,113,113,"Baran, Lindsay","Kent State University",292,"Assoc","2011","Kent State University","Kent, OH","Kent, OH","44242-0001","BS,MA,MBA,MS,PHD","Department of Finance","College of Business Adm",217,"217","National Universities","20,464","NC-Charlot","North Carolina at Charlotte","PHD",2010,"UTD"
"1915",119,119,119,119,"Billik, William","Kent State University",292,"Asst","2018","Kent State University","Kent, OH","Kent, OH","44242-0001","BS,MA,MBA,MS,PHD","Department of Finance","College of Business Adm",217,"217","National Universities","20,464","Kent State","Kent State University","PHD",2018,"UTD"
"1916",119,119,NA,NA,"Beier, Lois","Kent State University",292,"Assoc","1985","Kent State University","Kent, OH","Kent, OH","44242-0001","BS,MA,MBA,MS,PHD","Department of Finance","College of Business Adm",217,"217","National Universities","20,464","Akron","University of Akron","JD",1980,"UTD"
"1917",119,120,3,3,"Weinbaum, David","Syracuse University",598,"Prof",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","NYU","New York University","PHD",2002,"UTD"
"1918",119,120,8,8,"Xu, Lai","Syracuse University",598,"Asst",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Duke","Duke University","PHD",NA,"UTD"
"1919",119,120,10,10,"Warburton, A. Joseph","Syracuse University",598,"Prof",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Michigan","University of Michigan","PHD",2009,"UTD"
"1920",119,120,18,18,"Avrenli, Kivanc","Syracuse University",598,"Asst",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Illinois","University of Illinois","PHD",NA,"UTD"
"1921",119,120,20,20,"Diz, Fernando","Syracuse University",598,"Prof","1989","Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Cornell","Cornell University","PHD",1989,"UTD"
"1922",119,120,22,22,"Long, Susan","Syracuse University",598,"Assoc",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","U Wash","University of Washington","PHD",NA,"UTD"
"1923",119,120,28,28,"Arscott, Robert","Syracuse University",598,"Asst",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Rochester","University of Rochester","PHD",NA,"UTD"
"1924",119,120,34,34,"Petrova, Milena","Syracuse University",598,"Assoc","2006","Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Florida","University of Florida","PHD",2006,"UTD"
"1925",119,120,36,36,"Koveos, Peter E.","Syracuse University",598,"C-Pr","1982","Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Penn State","Penn State University","PHD",1977,"UTD"
"1926",119,120,40,40,"Seward, James K.","Syracuse University",598,"Assoc",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Wisconsin","Univ of Wisconsin-Madison","PHD",1987,"UTD"
"1927",119,120,40,40,"Velu, Raja","Syracuse University",598,"Prof",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Wisconsin","Univ of Wisconsin-Madison","PHD",NA,"UTD"
"1928",119,120,42,42,"Anand, Amber","Syracuse University",598,"Prof","2001","Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Baruch","CUNY-Baruch College","PHD",2001,"UTD"
"1929",119,120,77,77,"Shukla, Ravi","Syracuse University",598,"Assoc","1992","Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","SUNY-Buff","SUNY at Buffalo","PHD",1989,"UTD"
"1930",119,120,79,79,"Giambona, Erasmo","Syracuse University",598,"Prof",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Conn","University of Connecticut","PHD",2003,"UTD"
"1931",119,120,122,122,"Koppl, Roger","Syracuse University",598,"Prof",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Auburn","Auburn University","PHD",1988,"UTD"
"1932",119,120,181,187,"Chernobai, Anna","Syracuse University",598,"Assoc",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Ca-Sn Barb","U of Calif, Santa Barbara","PHD",NA,"UTD"
"1933",119,120,NA,NA,"Broman, Markus","Syracuse University",598,"Asst",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","York","International","PHD",NA,"UTD"
"1934",119,120,NA,NA,"Lopez Aliouchkin, Ricardo","Syracuse University",598,"Asst",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Stockholm","International","PHD",NA,"UTD"
"1935",119,120,NA,NA,"Sonmez-Leopold, Fatma","Syracuse University",598,"Asst",NA,"Syracuse University","Syracuse, NY","Syracuse, NY","13244-2130","BS,MBA,MS,PHD","Department of Finance","Whitman School of Mgt",58,"58","National Universities","55,926","Toronto","International","PHD",NA,"UTD"
"1936",119,121,16,16,"Sedunov, John","Villanova University",646,"Assoc",NA,"Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Ohio State","Ohio State University","PHD",2012,"UTD"
"1937",119,121,19,19,"Dannhauser, Caitlin Dillon","Villanova University",646,"Asst",NA,"Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Boston Col","Boston College","PHD",2015,"UTD"
"1938",119,121,30,30,"Luo, Meg","Villanova University",646,"Assoc","2006","Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Utah","University of Utah","PHD",2007,"UTD"
"1939",119,121,31,31,"Hanouna, Paul","Villanova University",646,"Assoc","2005","Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Purdue","Purdue University","PHD",2005,"UTD"
"1940",119,121,34,34,"Scheick, Benjamin","Villanova University",646,"Assoc",NA,"Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Florida","University of Florida","PHD",2011,"UTD"
"1941",119,121,36,36,"Nawrocki, David N.","Villanova University",646,"Prof","1981","Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Penn State","Penn State University","PHD",1976,"UTD"
"1942",119,121,36,36,"Velthuis, Raisa","Villanova University",646,"Asst",NA,"Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Penn State","Penn State University","PHD",2016,"UTD"
"1943",119,121,39,39,"Moussawi, Rabih","Villanova University",646,"Assoc",NA,"Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Tx-Dallas","Univ of Texas at Dallas","PHD",2005,"UTD"
"1944",119,121,58,58,"Pagano, Michael","Villanova University",646,"Prof","1999","Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Rutgers","Rutgers U-Newark & New Bruns","PHD",1999,"UTD"
"1945",119,121,64,64,"Griffin, Thomas","Villanova University",646,"Asst",NA,"Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Drexel","Drexel University","PHD",2019,"UTD"
"1946",119,121,64,64,"Olson, Gerard T.","Villanova University",646,"Prof","1988","Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Drexel","Drexel University","PHD",1989,"UTD"
"1947",119,121,87,87,"Shaffer, David","Villanova University",646,"Assoc","1999","Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Kansas","University of Kansas","PHD",1999,"UTD"
"1948",119,121,97,97,"Howton, Shawn","Villanova University",646,"Prof","1999","Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Fla State","Florida State University","PHD",1997,"UTD"
"1949",119,121,97,97,"Howton, Shelly","Villanova University",646,"C-Pr","1997","Villanova University","Villanova, PA","Villanova, PA","19085-1678","BSBA,MSF","Dept Finance & Real Estate","Villanova Sch Business",53,"53","National Universities","57,710","Fla State","Florida State University","PHD",1997,"UTD"
"1950",122,122,16,16,"Barth, James R.","Auburn University",40,"Prof","1989","Auburn University","Auburn, AL","Auburn, AL","36849-5245","BS,MS,MBA,PHD","Department of Finance","Harbert Col of Business",97,"97","National Universities","31,956","Ohio State","Ohio State University","PHD",1972,"UTD"
